day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
5;600;BAGUETTE;12422;145;;;;;12424;145;;;;;12423.0;166.375
5;600;PICNIC_BASKET;73854;1;73853;12;73852;26;73859;1;73865;1;73866;12;73856.5;-279.25
5;600;BERRIES;3880;12;3879;53;;;3887;12;3888;53;;;3883.5;5.23046875
5;600;UKULELE;20578;26;20577;40;;;20579;66;;;;;20578.5;558.75
5;600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;700;DIVING_GEAR;100375;23;;;;;100378;23;;;;;100376.5;12.25
5;700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;9.0
5;700;COCONUTS;7906;184;;;;;7909;184;;;;;7907.5;0.0
5;700;BANANAS;4766;31;;;;;4773;31;;;;;4769.5;42.41796875
5;700;UKULELE;20579;24;20578;31;;;20580;55;;;;;20579.5;626.375
5;700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;700;PINA_COLADAS;14830;78;;;;;14833;20;14834;58;;;14831.5;0.0
5;700;DIP;7045;206;;;;;7047;206;;;;;7046.0;56.375
5;700;BAGUETTE;12422;34;12421;80;;;12423;34;12424;80;;;12422.5;103.0
5;700;PICNIC_BASKET;73857;2;73856;18;73855;24;73868;2;73869;18;73870;24;73862.5;-196.0
5;700;BERRIES;3880;18;3879;45;;;3887;18;3888;45;;;3883.5;6.26953125
5;800;BAGUETTE;12421;7;12420;128;;;12422;31;12423;97;;;12421.5;-114.25
5;800;PICNIC_BASKET;73859;2;73858;16;73857;20;73870;2;73871;16;73872;20;73864.5;-141.0
5;800;BERRIES;3880;16;3879;50;;;3887;16;3888;50;;;3883.5;7.26953125
5;800;UKULELE;20581;64;;;;;20582;20;20583;44;;;20581.5;792.125
5;800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;800;BANANAS;4766;23;;;;;4773;23;;;;;4769.5;45.23046875
5;800;PINA_COLADAS;14829;98;;;;;14832;98;;;;;14830.5;0.0
5;800;DIP;7045;277;;;;;7046;4;7047;277;;;7045.5;50.875
5;800;DIVING_GEAR;100379;10;100378;16;;;100381;10;100382;16;;;100380.0;60.25
5;800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;9.0
5;800;COCONUTS;7906;200;;;;;7907;66;7909;200;;;7906.5;0.0
5;900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;900;DIP;7044;229;;;;;7046;229;;;;;7045.0;-103.8125
5;900;PINA_COLADAS;14827;99;;;;;14830;99;;;;;14828.5;0.0
5;900;BAGUETTE;12420;117;;;;;12422;59;12423;58;;;12421.0;-120.5
5;900;PICNIC_BASKET;73847;14;73845;30;;;73860;14;73861;30;;;73853.5;-534.25
5;900;BERRIES;3879;14;3878;60;;;3886;14;3887;60;;;3882.5;15.109375
5;900;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;9.0
5;900;DIVING_GEAR;100379;9;100378;14;;;100381;8;100382;14;;;100380.0;65.75
5;900;COCONUTS;7905;189;;;;;7906;42;7908;189;;;7905.5;0.0
5;900;BANANAS;4767;21;;;;;4773;21;;;;;4770.0;43.546875
5;900;UKULELE;20585;73;;;;;20587;77;;;;;20586.0;1092.625
5;1000;BANANAS;4766;27;;;;;4771;7;4772;2;4773;26;4768.5;45.759765625
5;1000;COCONUTS;7905;157;;;;;7908;157;;;;;7906.5;0.0
5;1000;PEARLS;9996;2;9995;26;;;10002;7;10004;2;10005;26;9999.0;9.0
5;1000;DIP;7043;240;;;;;7045;240;;;;;7044.0;-240.0
5;1000;DIVING_GEAR;100382;19;;;;;100385;19;;;;;100383.5;129.375
5;1000;PINA_COLADAS;14827;33;14826;64;;;14829;33;14830;64;;;14828.0;0.0
5;1000;BAGUETTE;12416;30;12415;59;;;12417;30;12418;59;;;12416.5;-825.625
5;1000;PICNIC_BASKET;73826;2;73825;14;73823;23;73837;2;73838;14;73839;23;73831.5;-1824.25
5;1000;BERRIES;3879;14;3878;50;;;3886;14;3887;50;;;3882.5;15.796875
5;1000;UKULELE;20581;70;;;;;20582;23;20583;47;;;20581.5;796.125
5;1000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1100;COCONUTS;7905;199;;;;;7907;69;7908;130;;;7906.0;0.0
5;1100;PEARLS;9995;24;;;;;9998;1;10005;24;;;9996.5;9.0
5;1100;DIVING_GEAR;100383;9;100382;15;;;100385;9;100386;15;;;100384.0;136.5
5;1100;BANANAS;4766;23;;;;;4772;24;;;;;4769.0;46.7109375
5;1100;UKULELE;20584;61;;;;;20586;61;;;;;20585.0;1020.5
5;1100;DIP;7042;264;;;;;7044;264;;;;;7043.0;-411.625
5;1100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1100;PINA_COLADAS;14825;30;14824;74;;;14828;104;;;;;14826.5;0.0
5;1100;BAGUETTE;12418;123;;;;;12420;44;12421;79;;;12419.0;-407.625
5;1100;PICNIC_BASKET;73832;15;73831;20;;;73845;15;73846;20;;;73838.5;-1440.25
5;1100;BERRIES;3879;15;3878;49;;;3886;15;3887;49;;;3882.5;12.28125
5;1200;BAGUETTE;12422;60;12421;66;;;12423;60;12424;66;;;12422.5;72.875
5;1200;PICNIC_BASKET;73840;1;73839;18;73838;29;73846;1;73852;1;73853;18;73843.0;-1008.5
5;1200;UKULELE;20582;77;;;;;20583;29;20584;48;;;20582.5;863.125
5;1200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1200;BANANAS;4766;24;;;;;4772;24;;;;;4769.0;47.07421875
5;1200;COCONUTS;7905;142;;;;;7908;142;;;;;7906.5;0.0
5;1200;BERRIES;3883;1;3880;18;3879;52;3887;18;3888;52;;;3885.0;8.1484375
5;1200;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;11.0
5;1200;DIP;7044;185;;;;;7046;185;;;;;7045.0;-66.125
5;1200;DIVING_GEAR;100371;26;;;;;100374;26;;;;;100372.5;-143.5
5;1200;PINA_COLADAS;14824;102;;;;;14827;102;;;;;14825.5;0.0
5;1300;DIP;7046;4;7045;226;;;7047;226;;;;;7046.5;98.25
5;1300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1300;PINA_COLADAS;14826;103;;;;;14829;103;;;;;14827.5;0.0
5;1300;BAGUETTE;12423;109;;;;;12425;109;;;;;12424.0;311.75
5;1300;PICNIC_BASKET;73847;13;73846;16;;;73860;13;73862;16;;;73853.5;-480.5
5;1300;COCONUTS;7906;155;;;;;7909;155;;;;;7907.5;0.0
5;1300;BERRIES;3879;68;;;;;3882;18;3886;13;3887;55;3880.5;10.94140625
5;1300;PEARLS;10002;2;9995;26;;;10005;26;;;;;10003.5;11.0
5;1300;DIVING_GEAR;100372;21;;;;;100375;21;;;;;100373.5;-117.75
5;1300;BANANAS;4770;2;4765;26;;;4772;26;;;;;4771.0;47.796875
5;1300;UKULELE;20583;52;;;;;20585;52;;;;;20584.0;954.75
5;1400;BANANAS;4765;24;;;;;4770;7;4772;24;;;4767.5;51.2734375
5;1400;COCONUTS;7906;161;;;;;7909;161;;;;;7907.5;0.0
5;1400;BERRIES;3878;13;3877;45;;;3885;13;3886;45;;;3881.5;21.7890625
5;1400;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;15.0
5;1400;DIP;7047;200;;;;;7049;200;;;;;7048.0;462.375
5;1400;DIVING_GEAR;100364;23;;;;;100367;23;;;;;100365.5;-339.5
5;1400;PINA_COLADAS;14828;106;;;;;14831;106;;;;;14829.5;0.0
5;1400;BAGUETTE;12427;54;12426;77;;;12429;131;;;;;12428.0;874.625
5;1400;PICNIC_BASKET;73859;2;73858;13;73857;18;73870;2;73872;13;73873;18;73864.5;297.0
5;1400;UKULELE;20582;68;;;;;20583;18;20584;50;;;20582.5;860.0
5;1400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1500;COCONUTS;7907;220;;;;;7910;220;;;;;7908.5;0.0
5;1500;BERRIES;3878;11;3877;47;;;3885;11;3886;47;;;3881.5;21.35546875
5;1500;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;15.0
5;1500;DIVING_GEAR;100357;7;100356;11;;;100359;7;100360;11;;;100358.0;-577.0
5;1500;BANANAS;4765;25;;;;;4771;1;4772;24;;;4768.0;52.859375
5;1500;UKULELE;20586;77;;;;;20587;30;20588;47;;;20586.5;1137.125
5;1500;DIP;7049;53;7048;198;;;7050;53;7051;198;;;7049.5;784.125
5;1500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1500;PINA_COLADAS;14829;81;;;;;14832;81;;;;;14830.5;0.0
5;1500;BAGUETTE;12428;97;;;;;12430;44;12431;53;;;12429.0;1080.375
5;1500;PICNIC_BASKET;73866;1;73865;11;73864;30;73878;1;73879;11;73880;30;73872.0;793.5
5;1600;BAGUETTE;12427;123;;;;;12429;123;;;;;12428.0;904.875
5;1600;PICNIC_BASKET;73870;4;73864;15;73863;20;73877;15;73878;20;;;73873.5;700.5
5;1600;UKULELE;20585;20;20584;35;;;20586;55;;;;;20585.5;1048.875
5;1600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1600;BANANAS;4764;27;;;;;4771;27;;;;;4767.5;56.599609375
5;1600;COCONUTS;7908;182;;;;;7910;78;7911;104;;;7909.0;0.0
5;1600;BERRIES;3878;15;3877;48;;;3885;15;3886;48;;;3881.5;21.6953125
5;1600;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;15.0
5;1600;DIP;7050;233;;;;;7052;233;;;;;7051.0;1040.625
5;1600;DIVING_GEAR;100364;24;;;;;100367;24;;;;;100365.5;-329.75
5;1600;PINA_COLADAS;14830;103;;;;;14833;103;;;;;14831.5;0.0
5;1700;DIP;7051;95;7050;134;;;7052;95;7053;134;;;7051.5;1182.0
5;1700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1700;PINA_COLADAS;14830;79;;;;;14833;79;;;;;14831.5;0.0
5;1700;PICNIC_BASKET;73859;1;73858;18;73857;24;73871;1;73872;18;73873;24;73865.0;313.0
5;1700;BAGUETTE;12427;53;12426;95;;;12429;148;;;;;12428.0;879.75
5;1700;COCONUTS;7907;179;;;;;7910;179;;;;;7908.5;0.0
5;1700;BERRIES;3882;10;3878;18;3877;41;3885;18;3886;41;;;3883.5;21.9765625
5;1700;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;15.0
5;1700;DIVING_GEAR;100364;7;100363;18;;;100366;7;100367;18;;;100365.0;-359.25
5;1700;UKULELE;20585;55;;;;;20587;55;;;;;20586.0;1101.75
5;1700;BANANAS;4765;25;;;;;4771;25;;;;;4768.0;55.078125
5;1800;BANANAS;4765;29;;;;;4771;29;;;;;4768.0;54.44140625
5;1800;COCONUTS;7909;65;7908;180;;;7911;180;;;;;7910.0;0.0
5;1800;BERRIES;3878;15;3877;50;;;3880;19;3885;15;3886;50;3879.0;26.5234375
5;1800;DIP;7051;73;7050;151;;;7052;73;7053;151;;;7051.5;1174.5
5;1800;DIVING_GEAR;100362;5;100361;15;;;100364;5;100365;15;;;100363.0;-431.0
5;1800;PEARLS;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;15.0
5;1800;PINA_COLADAS;14830;95;;;;;14833;95;;;;;14831.5;0.0
5;1800;PICNIC_BASKET;73860;8;73854;2;73853;15;73866;2;73867;15;73868;24;73863.0;-29.5
5;1800;UKULELE;20588;66;;;;;20589;24;20590;42;;;20588.5;1291.75
5;1800;BAGUETTE;12426;41;12425;73;;;12428;114;;;;;12427.0;749.5
5;1800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1900;COCONUTS;7908;73;7907;108;;;7910;181;;;;;7909.0;0.0
5;1900;BERRIES;3878;16;3877;48;;;3885;16;3886;48;;;3881.5;26.9921875
5;1900;DIVING_GEAR;100344;8;100343;16;;;100346;8;100347;16;;;100345.0;-1109.0
5;1900;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;17.0
5;1900;UKULELE;20589;20;20588;36;;;20590;56;;;;;20589.5;1341.25
5;1900;BANANAS;4764;29;;;;;4765;1;4771;29;;;4764.5;56.609375
5;1900;DIP;7050;204;;;;;7052;204;;;;;7051.0;1032.375
5;1900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;1900;PINA_COLADAS;14831;32;14830;91;;;14833;91;;;;;14832.0;0.0
5;1900;PICNIC_BASKET;73851;16;73850;20;;;73864;16;73865;20;;;73857.5;-205.5
5;1900;BAGUETTE;12425;111;;;;;12427;43;12428;68;;;12426.0;644.25
5;2000;PICNIC_BASKET;73830;13;73829;15;;;73844;13;73845;15;;;73837.0;-1652.5
5;2000;UKULELE;20588;15;20587;42;;;20589;57;;;;;20588.5;1259.875
5;2000;BAGUETTE;12422;57;12421;92;;;12424;149;;;;;12423.0;132.75
5;2000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;2000;PEARLS;9995;24;;;;;10002;7;10005;24;;;9998.5;17.0
5;2000;BANANAS;4765;24;;;;;4769;7;4771;24;;;4767.0;58.517578125
5;2000;COCONUTS;7909;158;;;;;7912;158;;;;;7910.5;0.0
5;2000;BERRIES;3878;13;3877;58;;;3885;13;3886;58;;;3881.5;26.04296875
5;2000;PINA_COLADAS;14833;91;;;;;14836;91;;;;;14834.5;0.0
5;2000;DIP;7049;290;;;;;7050;8;7051;290;;;7049.5;793.875
5;2000;DIVING_GEAR;100340;20;;;;;100343;20;;;;;100341.5;-1247.25
5;2100;PINA_COLADAS;14834;35;14833;84;;;14836;84;;;;;14835.0;0.0
5;2100;DIP;7049;159;;;;;7051;159;;;;;7050.0;708.75
5;2100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;2100;PICNIC_BASKET;73833;2;73832;11;73831;23;73845;2;73846;11;73847;23;73839.0;-1500.5
5;2100;BAGUETTE;12422;100;;;;;12424;42;12425;58;;;12423.0;208.25
5;2100;BERRIES;3878;11;3877;52;;;3885;11;3886;52;;;3881.5;21.875
5;2100;COCONUTS;7909;184;;;;;7912;184;;;;;7910.5;0.0
5;2100;DIVING_GEAR;100342;7;100341;11;;;100344;7;100345;11;;;100343.0;-1187.0
5;2100;PEARLS;9996;2;9995;21;;;10000;5;10004;2;10005;21;9998.0;17.0
5;2100;UKULELE;20592;67;;;;;20594;67;;;;;20593.0;1590.25
5;2100;BANANAS;4765;2;4764;21;;;4771;23;;;;;4768.0;59.65234375
5;2200;PEARLS;10002;1;9998;9;9995;24;10005;24;;;;;10003.5;17.0
5;2200;BANANAS;4765;9;4764;24;;;4771;24;;;;;4768.0;73.66015625
5;2200;BERRIES;3878;20;3877;46;;;3885;20;3886;46;;;3881.5;43.2421875
5;2200;PINA_COLADAS;14832;98;;;;;14835;98;;;;;14833.5;0.0
5;2200;COCONUTS;7909;180;;;;;7912;180;;;;;7910.5;0.0
5;2200;DIP;7049;208;;;;;7051;208;;;;;7050.0;818.375
5;2200;DIVING_GEAR;100338;30;;;;;100341;30;;;;;100339.5;-1343.0
5;2200;PICNIC_BASKET;73836;20;73835;30;;;73850;20;73851;30;;;73843.0;-1225.5
5;2200;UKULELE;20592;30;20591;37;;;20593;67;;;;;20592.5;1542.625
5;2200;BAGUETTE;12422;52;12421;88;;;12424;140;;;;;12423.0;149.75
5;2200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;2300;COCONUTS;7910;179;;;;;7912;65;7913;114;;;7911.0;0.0
5;2300;BERRIES;3878;10;3877;53;;;3885;10;3886;53;;;3881.5;50.4921875
5;2300;UKULELE;20595;70;;;;;20597;70;;;;;20596.0;1791.625
5;2300;DIVING_GEAR;100333;9;100332;10;;;100335;9;100336;10;;;100334.0;-1553.25
5;2300;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;19.0
5;2300;BANANAS;4764;27;;;;;4770;2;4771;25;;;4767.0;76.6328125
5;2300;PINA_COLADAS;14833;30;14832;83;;;14835;83;;;;;14834.0;0.0
5;2300;DIP;7049;291;;;;;7051;291;;;;;7050.0;803.25
5;2300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3162.0;0.0
5;2300;PICNIC_BASKET;73839;2;73838;10;73837;26;73850;2;73852;10;73853;26;73844.5;-1101.0
5;2300;BAGUETTE;12420;58;12419;100;;;12421;58;12422;100;;;12420.5;-234.375
5;2400;BAGUETTE;12420;131;;;;;12422;131;;;;;12421.0;-136.125
5;2400;UKULELE;20592;46;;;;;20593;16;20594;30;;;20592.5;1573.125
5;2400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;2400;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;19.0
5;2400;BANANAS;4764;27;;;;;4765;1;4771;27;;;4764.5;72.03125
5;2400;PINA_COLADAS;14829;35;14828;66;;;14830;38;14831;35;14832;66;14829.5;0.0
5;2400;COCONUTS;7909;223;;;;;7911;78;7912;145;;;7910.0;0.0
5;2400;BERRIES;3878;17;3877;59;;;3885;17;3886;59;;;3881.5;52.875
5;2400;DIP;7049;264;;;;;7051;264;;;;;7050.0;823.5
5;2400;DIVING_GEAR;100334;6;100333;17;;;100336;6;100337;17;;;100335.0;-1523.5
5;2400;PICNIC_BASKET;73836;1;73835;17;73834;16;73847;1;73849;17;73850;16;73841.5;-1312.5
5;2500;PINA_COLADAS;14831;40;14830;65;;;14833;40;14834;65;;;14832.0;0.0
5;2500;DIP;7049;191;;;;;7051;191;;;;;7050.0;834.25
5;2500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;2500;BAGUETTE;12422;123;;;;;12424;39;12425;84;;;12423.0;211.125
5;2500;COCONUTS;7909;51;7908;116;;;7911;167;;;;;7910.0;0.0
5;2500;BERRIES;3878;12;3877;51;;;3885;12;3886;51;;;3881.5;48.484375
5;2500;UKULELE;20591;68;;;;;20593;68;;;;;20592.0;1515.125
5;2500;DIVING_GEAR;100329;19;;;;;100332;19;;;;;100330.5;-1690.0
5;2500;PICNIC_BASKET;73854;1;73853;12;73852;28;73866;1;73867;12;73868;28;73860.0;-37.5
5;2500;PEARLS;9996;1;9995;26;;;10002;7;10004;1;10005;26;9999.0;20.0
5;2500;BANANAS;4765;1;4764;26;;;4769;7;4771;27;;;4767.0;74.7890625
5;2600;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;21.0
5;2600;BANANAS;4764;30;;;;;4770;30;;;;;4767.0;85.6875
5;2600;PINA_COLADAS;14828;29;14827;59;;;14830;29;14831;59;;;14829.0;0.0
5;2600;COCONUTS;7908;166;;;;;7911;166;;;;;7909.5;0.0
5;2600;BERRIES;3879;15;3878;40;;;3885;15;3886;40;;;3882.0;39.359375
5;2600;DIP;7049;216;;;;;7051;216;;;;;7050.0;715.25
5;2600;DIVING_GEAR;100323;21;;;;;100326;21;;;;;100324.5;-1945.5
5;2600;PICNIC_BASKET;73858;2;73857;15;73856;20;73869;2;73870;15;73871;20;73863.5;215.0
5;2600;BAGUETTE;12422;130;;;;;12424;130;;;;;12423.0;166.75
5;2600;UKULELE;20594;53;;;;;20595;20;20596;33;;;20594.5;1709.75
5;2600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;2700;COCONUTS;7907;175;;;;;7910;175;;;;;7908.5;0.0
5;2700;BERRIES;3878;17;3877;59;;;3884;17;3885;59;;;3881.0;58.484375
5;2700;UKULELE;20591;63;;;;;20593;63;;;;;20592.0;1507.25
5;2700;DIVING_GEAR;100314;9;100313;17;;;100316;9;100317;17;;;100315.0;-2306.0
5;2700;PICNIC_BASKET;73861;17;73860;30;;;73875;17;73876;30;;;73868.0;534.5
5;2700;PEARLS;9998;6;9995;24;;;10005;24;;;;;10001.5;21.0
5;2700;BANANAS;4765;6;4764;24;;;4771;24;;;;;4768.0;82.7890625
5;2700;PINA_COLADAS;14825;97;;;;;14828;97;;;;;14826.5;0.0
5;2700;DIP;7050;61;7049;141;;;7051;61;7052;141;;;7050.5;920.25
5;2700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;2700;BAGUETTE;12423;41;12422;61;;;12424;41;12425;61;;;12423.5;250.75
5;2800;BAGUETTE;12420;121;;;;;12422;121;;;;;12421.0;-134.5
5;2800;UKULELE;20585;60;;;;;20586;19;20587;41;;;20585.5;1075.25
5;2800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3163.0;0.0
5;2800;BANANAS;4765;5;4764;21;;;4771;21;;;;;4768.0;79.015625
5;2800;PEARLS;9998;5;9995;21;;;10005;21;;;;;10001.5;21.0
5;2800;PINA_COLADAS;14823;87;;;;;14826;30;14827;57;;;14824.5;0.0
5;2800;COCONUTS;7907;188;;;;;7910;188;;;;;7908.5;0.0
5;2800;BERRIES;3877;11;3876;53;;;3884;11;3885;53;;;3880.5;73.9140625
5;2800;DIP;7050;73;7049;139;;;7051;62;7052;139;;;7050.5;903.25
