day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
3;500;PEARLS;10000;5;9996;5;9995;145;10004;5;10005;145;;;10002.0;0.0
3;500;DIVING_GEAR;100211;1;100210;26;100204;6;100213;26;100214;28;;;100212.0;0.0
3;500;COCONUTS;7912;619;7911;455;;;7914;636;7915;495;;;7913.0;0.0
3;500;BERRIES;3905;92;3904;295;;;3911;19;3912;165;3913;203;3908.0;0.0
3;500;BANANAS;4793;23;4792;127;;;4798;4;4799;124;4800;22;4795.5;0.0
3;500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;600;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;0.0
3;600;DIVING_GEAR;100209;9;100208;20;;;100211;9;100212;20;;;100210.0;1.828125
3;600;PINA_COLADAS;14854;91;;;;;14857;91;;;;;14855.5;-551.0
3;600;COCONUTS;7912;192;;;;;7915;192;;;;;7913.5;0.0
3;600;BANANAS;4793;29;;;;;4800;29;;;;;4796.5;0.0
3;600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;600;BERRIES;3904;20;3903;43;;;3911;20;3912;43;;;3907.5;0.0
3;700;COCONUTS;7911;194;;;;;7914;194;;;;;7912.5;0.0
3;700;BERRIES;3903;18;3902;50;;;3910;18;3911;50;;;3906.5;0.0
3;700;BANANAS;4793;30;;;;;4799;30;;;;;4796.0;0.0
3;700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;700;PINA_COLADAS;14854;36;14853;99;;;14856;99;;;;;14855.0;-549.0
3;700;PEARLS;10000;4;9996;1;9995;29;10004;1;10005;29;;;10002.0;0.0
3;700;DIVING_GEAR;100206;5;100205;18;;;100208;5;100209;18;;;100207.0;11.96875
3;800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;800;BERRIES;3903;10;3902;48;;;3910;10;3911;48;;;3906.5;14.779296875
3;800;BANANAS;4798;1;4793;28;;;4799;1;4800;27;;;4798.5;0.0
3;800;DIVING_GEAR;100212;15;;;;;100215;15;;;;;100213.5;-28.3125
3;800;PEARLS;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;0.0
3;800;PINA_COLADAS;14857;109;;;;;14860;109;;;;;14858.5;-1506.25
3;800;COCONUTS;7912;176;;;;;7914;47;7915;129;;;7913.0;0.0
3;900;PINA_COLADAS;14859;35;14858;53;;;14861;35;14862;53;;;14860.0;-2079.5
3;900;DIVING_GEAR;100216;5;100215;17;;;100218;5;100219;17;;;100217.0;-60.8125
3;900;PEARLS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;2.0
3;900;COCONUTS;7913;179;;;;;7916;179;;;;;7914.5;0.0
3;900;BERRIES;3906;5;3903;17;3902;60;3910;17;3911;60;;;3908.0;13.494140625
3;900;BANANAS;4797;5;4793;25;;;4799;1;4800;24;;;4798.0;0.0
3;900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;1000;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;4.0
3;1000;BANANAS;4793;22;;;;;4800;22;;;;;4796.5;0.0
3;1000;DIVING_GEAR;100223;10;100222;12;;;100225;10;100226;12;;;100224.0;-131.9375
3;1000;COCONUTS;7914;68;7913;126;;;7916;194;;;;;7915.0;0.0
3;1000;PINA_COLADAS;14858;28;14857;65;;;14860;28;14861;65;;;14859.0;-1756.0
3;1000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;1000;BERRIES;3902;12;3901;46;;;3909;12;3910;46;;;3905.5;10.90625
3;1100;BERRIES;3902;18;3901;52;;;3909;18;3910;52;;;3905.5;10.859375
3;1100;COCONUTS;7914;209;;;;;7916;65;7917;144;;;7915.0;0.0
3;1100;BANANAS;4793;27;;;;;4798;6;4800;27;;;4795.5;0.0
3;1100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;1100;PINA_COLADAS;14857;107;;;;;14860;107;;;;;14858.5;-1676.0
3;1100;PEARLS;10002;4;9996;1;9995;26;10004;1;10005;26;;;10003.0;4.0
3;1100;DIVING_GEAR;100221;24;;;;;100224;24;;;;;100222.5;-117.375
3;1200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;1200;BERRIES;3902;17;3901;51;;;3905;15;3909;17;3910;51;3903.5;9.7890625
3;1200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;12.0
3;1200;BANANAS;4794;2;4793;22;;;4800;24;;;;;4797.0;0.0
3;1200;DIVING_GEAR;100220;26;;;;;100223;26;;;;;100221.5;-106.0
3;1200;PINA_COLADAS;14857;86;;;;;14860;86;;;;;14858.5;-1567.0
3;1200;COCONUTS;7915;74;7914;191;;;7917;191;;;;;7916.0;0.0
3;1300;PINA_COLADAS;14859;106;;;;;14862;106;;;;;14860.5;-2139.0
3;1300;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;12.0
3;1300;DIVING_GEAR;100221;5;100220;18;;;100223;5;100224;18;;;100222.0;-119.0
3;1300;BERRIES;3903;18;3902;56;;;3910;18;3911;56;;;3906.5;13.669921875
3;1300;COCONUTS;7917;77;7916;202;;;7919;202;;;;;7918.0;0.0
3;1300;BANANAS;4793;30;;;;;4800;31;;;;;4796.5;0.0
3;1300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;1400;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;14.0
3;1400;BANANAS;4793;24;;;;;4799;24;;;;;4796.0;0.0
3;1400;DIVING_GEAR;100222;6;100221;16;;;100224;6;100225;16;;;100223.0;-136.125
3;1400;BERRIES;3903;16;3902;59;;;3910;16;3911;59;;;3906.5;16.732421875
3;1400;PINA_COLADAS;14859;84;;;;;14862;30;14863;54;;;14860.5;-2311.5
3;1400;COCONUTS;7916;195;;;;;7919;195;;;;;7917.5;0.0
3;1400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;1500;COCONUTS;7915;208;;;;;7918;208;;;;;7916.5;0.0
3;1500;BANANAS;4793;20;;;;;4799;21;;;;;4796.0;0.0
3;1500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;1500;PINA_COLADAS;14858;90;;;;;14861;90;;;;;14859.5;-1943.5
3;1500;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;14.0
3;1500;DIVING_GEAR;100221;23;;;;;100224;23;;;;;100222.5;-123.25
3;1500;BERRIES;3903;16;3902;50;;;3910;16;3911;50;;;3906.5;13.70703125
3;1600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;1600;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;15.0
3;1600;BANANAS;4792;28;;;;;4799;28;;;;;4795.5;0.0
3;1600;DIVING_GEAR;100231;6;100230;16;;;100233;6;100234;16;;;100232.0;-340.0
3;1600;BERRIES;3902;16;3901;45;;;3909;16;3910;45;;;3905.5;6.970703125
3;1600;PINA_COLADAS;14861;33;14860;68;;;14863;33;14864;68;;;14862.0;-2641.0
3;1600;COCONUTS;7916;175;;;;;7919;175;;;;;7917.5;0.0
3;1700;PINA_COLADAS;14860;94;;;;;14863;94;;;;;14861.5;-2526.5
3;1700;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;15.0
3;1700;DIVING_GEAR;100233;6;100232;19;;;100235;8;100236;19;;;100234.0;-388.0
3;1700;BERRIES;3905;4;3902;19;3901;58;3909;19;3910;58;;;3907.0;5.26171875
3;1700;COCONUTS;7916;78;7915;133;;;7918;211;;;;;7917.0;0.0
3;1700;BANANAS;4793;25;;;;;4799;25;;;;;4796.0;0.0
3;1700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;1800;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;15.0
3;1800;DIVING_GEAR;100217;8;100216;14;;;100219;8;100220;14;;;100218.0;21.75
3;1800;BANANAS;4793;28;;;;;4800;28;;;;;4796.5;0.0
3;1800;BERRIES;3901;14;3900;42;;;3908;14;3909;42;;;3904.5;0.169921875
3;1800;PINA_COLADAS;14866;80;;;;;14869;80;;;;;14867.5;-4381.5
3;1800;COCONUTS;7917;197;;;;;7918;43;7919;77;7920;120;7917.5;0.0
3;1800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;1900;COCONUTS;7918;178;;;;;7921;178;;;;;7919.5;56.53125
3;1900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;1900;BANANAS;4793;28;;;;;4798;3;4799;1;4800;27;4795.5;4.720703125
3;1900;PINA_COLADAS;14868;27;14867;64;;;14871;91;;;;;14869.5;-4801.5
3;1900;DIVING_GEAR;100214;7;100213;14;;;100216;7;100217;14;;;100215.0;108.25
3;1900;PEARLS;9996;1;9995;27;;;10002;3;10004;1;10005;27;9999.0;16.0
3;1900;BERRIES;3902;14;3901;43;;;3908;14;3909;43;;;3905.0;4.408203125
3;2000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2000;DIVING_GEAR;100216;8;100215;18;;;100218;8;100219;18;;;100217.0;37.0
3;2000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;16.0
3;2000;BANANAS;4792;30;;;;;4799;30;;;;;4795.5;3.15234375
3;2000;BERRIES;3902;18;3901;55;;;3908;18;3909;55;;;3905.0;3.68359375
3;2000;PINA_COLADAS;14873;31;14872;29;14871;66;14875;95;;;;;14874.0;-6008.5
3;2000;COCONUTS;7919;60;7918;121;;;7921;181;;;;;7920.0;77.78125
3;2100;PINA_COLADAS;14869;38;14868;56;;;14871;38;14872;56;;;14870.0;-5050.5
3;2100;DIVING_GEAR;100218;9;100217;19;;;100220;9;100221;19;;;100219.0;-14.5
3;2100;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;16.0
3;2100;BERRIES;3901;19;3900;41;;;3908;60;;;;;3904.5;-3.255859375
3;2100;COCONUTS;7917;183;;;;;7920;183;;;;;7918.5;22.75
3;2100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2100;BANANAS;4797;5;4793;29;;;4800;29;;;;;4798.5;4.3779296875
3;2200;DIVING_GEAR;100219;9;100218;13;;;100221;9;100222;13;;;100220.0;-48.0
3;2200;BANANAS;4793;29;;;;;4799;29;;;;;4796.0;4.1689453125
3;2200;BERRIES;3901;13;3900;60;;;3908;13;3909;60;;;3904.5;-1.173828125
3;2200;COCONUTS;7917;176;;;;;7920;176;;;;;7918.5;18.46875
3;2200;PINA_COLADAS;14870;99;;;;;14873;99;;;;;14871.5;-5578.0
3;2200;PEARLS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;16.0
3;2200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2300;COCONUTS;7917;68;7916;102;;;7919;170;;;;;7918.0;-7.5
3;2300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2300;BANANAS;4793;22;;;;;4798;1;4799;2;4800;20;4795.5;4.427734375
3;2300;PINA_COLADAS;14868;100;;;;;14871;100;;;;;14869.5;-4848.0
3;2300;PEARLS;9996;2;9995;20;;;10002;1;10004;2;10005;20;9999.0;18.0
3;2300;DIVING_GEAR;100218;23;;;;;100221;23;;;;;100219.5;-29.25
3;2300;BERRIES;3905;5;3902;18;3901;54;3908;18;3909;54;;;3906.5;4.12744140625
3;2400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3095.0;0.0
3;2400;DIVING_GEAR;100229;10;100228;15;;;100231;10;100232;15;;;100230.0;-340.5
3;2400;BANANAS;4793;1;4792;24;;;4799;25;;;;;4796.0;3.5087890625
3;2400;BERRIES;3901;15;3900;50;;;3903;23;3908;15;3909;50;3902.0;5.5205078125
3;2400;PINA_COLADAS;14868;26;14867;50;;;14870;26;14871;50;;;14869.0;-4783.0
3;2400;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;18.0
3;2400;COCONUTS;7917;187;;;;;7920;187;;;;;7918.5;30.1875
3;2500;PINA_COLADAS;14868;36;14867;51;;;14871;87;;;;;14869.5;-4807.5
3;2500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;18.0
3;2500;DIVING_GEAR;100224;19;;;;;100227;19;;;;;100225.5;-211.0
3;2500;BERRIES;3901;14;3900;48;;;3908;14;3909;48;;;3904.5;20.9765625
3;2500;COCONUTS;7917;144;;;;;7920;144;;;;;7918.5;11.78125
3;2500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2500;BANANAS;4792;29;;;;;4799;29;;;;;4795.5;3.0009765625
3;2600;DIVING_GEAR;100230;5;100229;11;;;100232;5;100233;11;;;100231.0;-378.0
3;2600;BANANAS;4792;23;;;;;4798;24;;;;;4795.0;2.146484375
3;2600;BERRIES;3901;11;3900;49;;;3908;11;3909;49;;;3904.5;37.5546875
3;2600;PINA_COLADAS;14868;108;;;;;14871;108;;;;;14869.5;-5000.5
3;2600;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;18.0
3;2600;COCONUTS;7917;155;;;;;7920;155;;;;;7918.5;13.34375
3;2600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2700;COCONUTS;7916;222;;;;;7918;73;7919;149;;;7917.0;-35.28125
3;2700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2700;BANANAS;4792;28;;;;;4799;28;;;;;4795.5;2.75390625
3;2700;PINA_COLADAS;14864;80;;;;;14867;24;14868;56;;;14865.5;-3828.5
3;2700;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;18.0
3;2700;DIVING_GEAR;100237;8;100236;19;;;100239;8;100240;19;;;100238.0;-579.0
3;2700;BERRIES;3901;19;3900;55;;;3907;19;3908;55;;;3904.0;27.2578125
3;2800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2800;DIVING_GEAR;100243;25;;;;;100246;25;;;;;100244.5;-787.5
3;2800;BANANAS;4793;32;;;;;4799;2;4800;30;;;4796.0;4.2978515625
3;2800;BERRIES;3901;20;3900;47;;;3908;20;3909;47;;;3904.5;32.9375
3;2800;PINA_COLADAS;14868;36;14867;86;;;14870;86;;;;;14869.0;-4677.0
3;2800;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;18.0
3;2800;COCONUTS;7917;210;;;;;7920;210;;;;;7918.5;14.1875
3;2900;PINA_COLADAS;14871;30;14870;75;;;14873;30;14874;75;;;14872.0;-5636.0
3;2900;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;18.0
3;2900;DIVING_GEAR;100258;22;;;;;100261;22;;;;;100259.5;-1228.25
3;2900;BERRIES;3901;12;3900;57;;;3907;12;3908;57;;;3904.0;26.40625
3;2900;COCONUTS;7918;172;;;;;7920;42;7921;130;;;7919.0;46.53125
3;2900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;2900;BANANAS;4792;31;;;;;4799;31;;;;;4795.5;3.2470703125
3;3000;DIVING_GEAR;100253;18;;;;;100256;18;;;;;100254.5;-1085.5
3;3000;BANANAS;4797;12;4792;31;;;4798;2;4799;29;;;4797.5;2.6640625
3;3000;BERRIES;3901;11;3900;48;;;3908;11;3909;48;;;3904.5;32.6328125
3;3000;PINA_COLADAS;14868;39;14867;60;;;14870;39;14871;60;;;14869.0;-4797.0
3;3000;PEARLS;9996;2;9995;29;;;9998;1;10004;2;10005;29;9997.0;18.0
3;3000;COCONUTS;7917;164;;;;;7920;164;;;;;7918.5;32.34375
3;3000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;3100;COCONUTS;7918;210;;;;;7921;210;;;;;7919.5;68.84375
3;3100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;3100;BANANAS;4792;28;;;;;4796;10;4798;28;;;4794.0;-3.787109375
3;3100;PINA_COLADAS;14869;104;;;;;14872;104;;;;;14870.5;-5193.0
3;3100;DIVING_GEAR;100250;24;;;;;100253;24;;;;;100251.5;-988.25
3;3100;PEARLS;9996;2;9995;26;;;10002;10;10004;2;10005;26;9999.0;20.0
3;3100;BERRIES;3901;19;3900;50;;;3908;19;3909;50;;;3904.5;32.359375
3;3200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;3200;BANANAS;4791;23;;;;;4798;23;;;;;4794.5;-4.900390625
3;3200;BERRIES;3901;18;3900;42;;;3908;18;3909;42;;;3904.5;32.9140625
3;3200;DIVING_GEAR;100253;25;;;;;100256;25;;;;;100254.5;-1086.25
3;3200;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;21.0
3;3200;COCONUTS;7918;155;;;;;7921;155;;;;;7919.5;76.03125
3;3200;PINA_COLADAS;14870;24;14869;61;;;14872;24;14873;61;;;14871.0;-5386.0
3;3300;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;21.0
3;3300;DIVING_GEAR;100258;6;100257;11;;;100260;6;100261;11;;;100259.0;-1212.75
3;3300;PINA_COLADAS;14871;101;;;;;14874;101;;;;;14872.5;-5730.0
3;3300;BERRIES;3901;11;3900;56;;;3907;11;3908;56;;;3904.0;24.828125
3;3300;COCONUTS;7919;183;;;;;7921;75;7922;108;;;7920.0;88.84375
3;3300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;3300;BANANAS;4796;1;4791;27;;;4797;27;;;;;4796.5;-7.017578125
3;3400;COCONUTS;7919;162;;;;;7921;54;7922;108;;;7920.0;90.59375
3;3400;BANANAS;4791;27;;;;;4797;2;4798;25;;;4794.0;-4.205078125
3;3400;BERRIES;3900;19;3899;52;;;3907;19;3908;52;;;3903.5;16.2109375
3;3400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;21.0
3;3400;DIVING_GEAR;100262;25;;;;;100265;25;;;;;100263.5;-1346.75
3;3400;PINA_COLADAS;14872;85;;;;;14875;85;;;;;14873.5;-6196.5
3;3400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;3500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;3500;COCONUTS;7920;193;;;;;7923;193;;;;;7921.5;153.90625
3;3500;BANANAS;4791;29;;;;;4797;29;;;;;4794.0;-4.56640625
3;3500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;21.0
3;3500;DIVING_GEAR;100259;5;100258;11;;;100261;5;100262;11;;;100260.0;-1245.25
3;3500;PINA_COLADAS;14875;111;;;;;14878;39;14879;72;;;14876.5;-7113.5
3;3500;BERRIES;3900;11;3899;57;;;3907;11;3908;57;;;3903.5;19.40625
3;3600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;3600;COCONUTS;7921;168;;;;;7924;168;;;;;7922.5;181.65625
3;3600;BERRIES;3901;10;3900;43;;;3908;10;3909;43;;;3904.5;29.0703125
3;3600;BANANAS;4790;25;;;;;4797;25;;;;;4793.5;-5.685546875
3;3600;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;21.0
3;3600;DIVING_GEAR;100257;18;;;;;100260;18;;;;;100258.5;-1199.0
3;3600;PINA_COLADAS;14878;30;14877;58;;;14880;30;14881;58;;;14879.0;-7737.0
3;3700;PEARLS;9998;6;9995;20;;;10005;20;;;;;10001.5;21.0
3;3700;DIVING_GEAR;100268;6;100267;12;;;100270;6;100271;12;;;100269.0;-1523.0
3;3700;PINA_COLADAS;14879;22;14878;56;;;14882;78;;;;;14880.5;-8112.0
3;3700;BERRIES;3900;12;3899;48;;;3907;12;3908;48;;;3903.5;12.890625
3;3700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;3700;COCONUTS;7921;175;;;;;7923;65;7924;110;;;7922.0;177.71875
3;3700;BANANAS;4792;8;4791;20;;;4798;20;;;;;4795.0;3.0
3;3800;COCONUTS;7922;42;7921;147;;;7924;189;;;;;7923.0;212.96875
3;3800;BERRIES;3902;11;3899;15;3898;53;3906;15;3907;53;;;3904.0;-0.90625
3;3800;BANANAS;4792;24;;;;;4799;24;;;;;4795.5;3.0
3;3800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;21.0
3;3800;DIVING_GEAR;100275;2;100273;20;;;100276;20;;;;;100275.5;-1678.0
3;3800;PINA_COLADAS;14880;22;14879;67;;;14882;22;14883;67;;;14881.0;-8350.0
3;3800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;3900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;3900;COCONUTS;7922;197;;;;;7925;197;;;;;7923.5;229.9375
3;3900;BANANAS;4797;1;4792;26;;;4798;26;;;;;4797.5;3.0
3;3900;PEARLS;9996;1;9995;25;;;9998;1;10000;2;10004;1;9997.0;21.0
3;3900;DIVING_GEAR;100278;21;;;;;100281;21;;;;;100279.5;-1832.5
3;3900;PINA_COLADAS;14880;21;14879;64;;;14883;85;;;;;14881.5;-8419.0
3;3900;BERRIES;3899;11;3898;47;;;3906;11;3907;47;;;3902.5;-3.921875
3;4000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3091.0;0.0
3;4000;COCONUTS;7922;46;7921;122;;;7924;168;;;;;7923.0;213.8125
3;4000;BERRIES;3898;10;3897;53;;;3905;10;3906;53;;;3901.5;-13.3671875
3;4000;BANANAS;4792;23;;;;;4799;23;;;;;4795.5;4.6318359375
3;4000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;23.0
3;4000;DIVING_GEAR;100285;5;100284;10;;;100287;5;100288;10;;;100286.0;-2019.75
3;4000;PINA_COLADAS;14875;92;;;;;14878;28;14879;64;;;14876.5;-7118.0
3;4100;PEARLS;9998;4;9996;2;9995;24;10000;2;10004;2;10005;24;9999.0;23.0
3;4100;DIVING_GEAR;100297;10;100296;10;;;100299;10;100300;10;;;100298.0;-2388.5
3;4100;PINA_COLADAS;14876;22;14875;59;;;14878;22;14879;59;;;14877.0;-7186.0
3;4100;BERRIES;3897;10;3896;43;;;3904;10;3905;43;;;3900.5;-30.140625
3;4100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;4100;COCONUTS;7921;182;;;;;7922;63;7923;48;7924;134;7921.5;175.0625
3;4100;BANANAS;4793;4;4792;26;;;4798;2;4799;24;;;4795.5;4.7099609375
3;4200;COCONUTS;7919;188;;;;;7922;188;;;;;7920.5;15.875
3;4200;BERRIES;3900;12;3897;11;3896;45;3904;11;3905;45;;;3902.0;-39.328125
3;4200;BANANAS;4792;29;;;;;4798;2;4799;27;;;4795.0;4.751953125
3;4200;DIVING_GEAR;100297;6;100296;11;;;100299;6;100300;11;;;100298.0;-2389.0
3;4200;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;23.0
3;4200;PINA_COLADAS;14874;27;14873;53;;;14876;27;14877;53;;;14875.0;-6551.0
3;4200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;4300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3092.0;0.0
3;4300;COCONUTS;7920;188;;;;;7923;188;;;;;7921.5;117.625
3;4300;PINA_COLADAS;14875;99;;;;;14878;99;;;;;14876.5;-7031.5
3;4300;BANANAS;4792;22;;;;;4798;1;4799;21;;;4795.0;4.86669921875
3;4300;DIVING_GEAR;100300;6;100299;13;;;100302;6;100303;13;;;100301.0;-2476.75
3;4300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;23.0
3;4300;BERRIES;3897;13;3896;54;;;3904;13;3905;54;;;3900.5;-41.28125
3;4400;PINA_COLADAS;14873;85;;;;;14876;85;;;;;14874.5;-6392.5
3;4400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;4400;COCONUTS;7920;190;;;;;7922;41;7923;149;;;7921.0;69.0
3;4400;BERRIES;3896;18;3895;53;;;3903;18;3904;53;;;3899.5;-55.5
